id,group,td_name,common_name,python,glsl,type,scope,kind,status,note,evidence,evidence_urls
S084,03 座標、幾何與實例｜Common Sources／TD Built-ins,TDInstanceCustomAttrib3(instanceID),,,TDInstanceCustomAttrib3(instanceID),vec4,MAT V,來源 accessor,待擴充,無參數 overload 讀當前 instance；0–3 為 TD 固定 custom slots，名稱需使用者定義內容。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S085,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDGeneral,,,uTDGeneral,TDGeneral,MAT V／G／P,來源,待擴充,TD 自動宣告；這是來源集合／結構，不是另造同值 CPU Uniform。環境燈 buffer 是 storage buffer。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S086,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[],,,uTDMats[],TDMatrix[],MAT V／G／P,來源,已有陣列／Field,TD 自動宣告；這是來源集合／結構，不是另造同值 CPU Uniform。環境燈 buffer 是 storage buffer。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S087,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDCamInfos[],,,uTDCamInfos[],TDCameraInfo[],MAT V／G／P,來源,已有陣列／Field,TD 自動宣告；這是來源集合／結構，不是另造同值 CPU Uniform。環境燈 buffer 是 storage buffer。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S088,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDLights[],,,uTDLights[],TDLight[],MAT V／G／P,來源,已有陣列／Field,TD 自動宣告；這是來源集合／結構，不是另造同值 CPU Uniform。環境燈 buffer 是 storage buffer。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S089,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDEnvLights[],,,uTDEnvLights[],TDEnvLight[],MAT V／G／P,來源,待擴充,TD 自動宣告；這是來源集合／結構，不是另造同值 CPU Uniform。環境燈 buffer 是 storage buffer。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S090,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDEnvLightBuffers[],,,uTDEnvLightBuffers[],TDEnvLightBuffer[],MAT V／G／P,來源,待擴充,TD 自動宣告；這是來源集合／結構，不是另造同值 CPU Uniform。環境燈 buffer 是 storage buffer。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S091,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDGeneral.ambientColor,Ambient Color,,uTDGeneral.ambientColor,vec4,MAT V／G／P,來源,待擴充,所用 ambient lights 的合計。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S092,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDGeneral.viewport,,,uTDGeneral.viewport,vec4,MAT V／G／P,來源,待擴充,xy=viewport 像素起點；zw=寬高倒數，不能直接當 Output Resolution。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S093,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDGeneral.viewport.xy,Viewport Origin,,uTDGeneral.viewport.xy,vec2,MAT V／G／P,來源,待擴充,只取 origin。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S094,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,1.0 / uTDGeneral.viewport.zw,Viewport Resolution,,1.0 / uTDGeneral.viewport.zw,vec2,MAT V／G／P,派生來源,待擴充,派生值；viewport 可只是 render target 的子區域，不直接叫 Output Resolution。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S095,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].world,Model Matrix,,uTDMats[c].world,mat4,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S096,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].worldInverse,Inverse Model Matrix,,uTDMats[c].worldInverse,mat4,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S097,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].worldCam,Model-View Matrix,,uTDMats[c].worldCam,mat4,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S098,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].worldCamInverse,Inverse Model-View Matrix,,uTDMats[c].worldCamInverse,mat4,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S099,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].cam,View Matrix,,uTDMats[c].cam,mat4,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S100,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].camInverse,Inverse View Matrix,,uTDMats[c].camInverse,mat4,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S101,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].camProj,View-Projection Matrix,,uTDMats[c].camProj,mat4,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S102,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].camProjInverse,Inverse View-Projection Matrix,,uTDMats[c].camProjInverse,mat4,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S103,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].proj,Projection Matrix,,uTDMats[c].proj,mat4,MAT V／G／P,來源,已有陣列／Field,"c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。 TD 文件標示投影 Z 範圍為 Vulkan [0,1]。",M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S104,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].projInverse,Inverse Projection Matrix,,uTDMats[c].projInverse,mat4,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S105,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].worldCamProj,Model-View-Projection Matrix,,uTDMats[c].worldCamProj,mat4,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S106,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].worldCamProjInverse,Inverse Model-View-Projection Matrix,,uTDMats[c].worldCamProjInverse,mat4,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S107,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].worldForNormals,Model Normal Matrix,,uTDMats[c].worldForNormals,mat3,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。 inverse-transpose，用於法線。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S108,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].camForNormals,View Normal Matrix,,uTDMats[c].camForNormals,mat3,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。 inverse-transpose，用於法線。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S109,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].worldCamForNormals,Model-View Normal Matrix,,uTDMats[c].worldCamForNormals,mat3,MAT V／G／P,來源,已有陣列／Field,c 為當前 batch 的 camera index；名稱候選不保證其他宿主具有相同座標／深度約定。 inverse-transpose，用於法線。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S110,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].quadReproject,,,uTDMats[c].quadReproject,mat4,MAT V／G／P,來源,已有 Field；語意待核對,現有 2025.32820 constructor probe 證實欄位；公開指南未列完整語意，不猜別名。,L R,../features/TD_ARRAY_SOURCES.md ; ../../src/core/sgrape_composites.py
S111,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDMats[c].clipDistances,,,uTDMats[c].clipDistances,vec4,MAT V／G／P,來源,已有 Field；語意待核對,現有 2025.32820 constructor probe 證實欄位；公開指南未列完整語意，不猜別名。,L R,../features/TD_ARRAY_SOURCES.md ; ../../src/core/sgrape_composites.py
S112,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDCamInfos[c].nearFar,,,uTDCamInfos[c].nearFar,vec4,MAT V／G／P,來源,已有陣列／Field,near、far、差值、差值倒數的打包。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S113,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDCamInfos[c].fog,,,uTDCamInfos[c].fog,vec4,MAT V／G／P,來源,已有陣列／Field,start、end、range 倒數、density 的打包。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S114,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDCamInfos[c].fogColor,Fog Color,,uTDCamInfos[c].fogColor,vec4,MAT V／G／P,來源,已有陣列／Field,相機霧色。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S115,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDCamInfos[c].renderTOPCameraIndex,Camera Index,,uTDCamInfos[c].renderTOPCameraIndex,int,MAT V／G／P,來源,已有陣列／Field,全 Render 相機清單索引，不是 batch index。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S116,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDCamInfos[c].ipdShift,,,uTDCamInfos[c].ipdShift,float,MAT V／G／P,來源,已有陣列／Field,既有 2025.32820 probe 確認存在；未有充分公開語意，不依名稱猜測。,L R,../features/TD_ARRAY_SOURCES.md ; ../../src/core/sgrape_composites.py
S117,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDCamInfos[c].nearFar.x,Camera Near,,uTDCamInfos[c].nearFar.x,float,MAT V／G／P,來源,可組合取得,已知欄位中的分量；可經 Field 與分量選取。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S118,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDCamInfos[c].nearFar.y,Camera Far,,uTDCamInfos[c].nearFar.y,float,MAT V／G／P,來源,可組合取得,已知欄位中的分量；可經 Field 與分量選取。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S119,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDCamInfos[c].fog.x,Fog Start,,uTDCamInfos[c].fog.x,float,MAT V／G／P,來源,可組合取得,已知欄位中的分量；可經 Field 與分量選取。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S120,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDCamInfos[c].fog.y,Fog End,,uTDCamInfos[c].fog.y,float,MAT V／G／P,來源,可組合取得,已知欄位中的分量；可經 Field 與分量選取。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S121,04 MAT 矩陣、相機與渲染狀態｜TD Built-ins,uTDCamInfos[c].fog.w,Fog Density,,uTDCamInfos[c].fog.w,float,MAT V／G／P,來源,可組合取得,已知欄位中的分量；可經 Field 與分量選取。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S122,05 燈光與環境｜TD Built-ins,uTDLights[i].position,Light Position,,uTDLights[i].position,vec4,MAT V／G／P,來源,已有陣列／Field,world space；w 不在此猜測用途。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S123,05 燈光與環境｜TD Built-ins,uTDLights[i].direction,Light Direction,,uTDLights[i].direction,vec3,MAT V／G／P,來源,已有陣列／Field,world space。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S124,05 燈光與環境｜TD Built-ins,uTDLights[i].diffuse,Light Color,,uTDLights[i].diffuse,vec3,MAT V／G／P,來源,已有陣列／Field,diffuse light color。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S125,05 燈光與環境｜TD Built-ins,uTDLights[i].nearFar,,,uTDLights[i].nearFar,vec4,MAT V／G／P,來源,已有陣列／Field,Light View clipping 與衍生量打包。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S126,05 燈光與環境｜TD Built-ins,uTDLights[i].lightSize,,,uTDLights[i].lightSize,vec4,MAT V／G／P,來源,已有陣列／Field,尺寸與投影尺寸比例打包。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S127,05 燈光與環境｜TD Built-ins,uTDLights[i].misc,,,uTDLights[i].misc,vec4,MAT V／G／P,來源,已有陣列／Field,TD 內部參數打包，文件只賦予部分分量意義。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S128,05 燈光與環境｜TD Built-ins,uTDLights[i].coneLookupScaleBias,,,uTDLights[i].coneLookupScaleBias,vec4,MAT V／G／P,來源,已有陣列／Field,TD 錐形光 lookup 的 scale/bias。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S129,05 燈光與環境｜TD Built-ins,uTDLights[i].attenScaleBiasRoll,,,uTDLights[i].attenScaleBiasRoll,vec4,MAT V／G／P,來源,已有陣列／Field,TD 衰減計算所需的 scale/bias/rolloff。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S130,05 燈光與環境｜TD Built-ins,uTDLights[i].shadowMapMatrix,Shadow Projection Matrix,,uTDLights[i].shadowMapMatrix,mat4,MAT V／G／P,來源,已有陣列／Field,world → shadow lookup space；保留 TD 深度及偏移約定。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S131,05 燈光與環境｜TD Built-ins,uTDLights[i].shadowMapCamMatrix,Light View Matrix,,uTDLights[i].shadowMapCamMatrix,mat4,MAT V／G／P,來源,已有陣列／Field,world → shadow light camera space。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S132,05 燈光與環境｜TD Built-ins,uTDLights[i].shadowMapRes,,,uTDLights[i].shadowMapRes,vec4,MAT V／G／P,來源,已有陣列／Field,xy 倒數、zw 尺寸；無 shadow map 時全零。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S133,05 燈光與環境｜TD Built-ins,uTDLights[i].projMapMatrix,Light Projection Matrix,,uTDLights[i].projMapMatrix,mat4,MAT V／G／P,來源,已有陣列／Field,world → projection map space，用於投影貼圖。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S134,05 燈光與環境｜TD Built-ins,uTDLights[i].shadowMapRes.zw,Shadow Resolution,,uTDLights[i].shadowMapRes.zw,vec2,MAT V／G／P,來源,可組合取得,只取尺寸；無 map 時為零，不能假設可安全取倒數。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
S135,05 燈光與環境｜TD Built-ins,uTDEnvLights[i].color,Environment Color,,uTDEnvLights[i].color,vec3,MAT V／G／P,來源,待擴充,不包含環境貼圖的額外 color。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S136,05 燈光與環境｜TD Built-ins,uTDEnvLights[i].rotate,Environment Rotation,,uTDEnvLights[i].rotate,mat3,MAT V／G／P,來源,待擴充,環境取樣方向旋轉。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S137,05 燈光與環境｜TD Built-ins,uTDEnvLightBuffers[i].shCoeffs,Environment SH Coefficients,,uTDEnvLightBuffers[i].shCoeffs,vec3[9],MAT V／G／P,來源,待擴充,環境貼圖的 SH 係數；基底、順序與 normalization 不假設跨平台相同。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S138,05 燈光與環境｜TD Built-ins,"TDEnvLightTextureLod(i, coord, lod)",Environment Sample,,"TDEnvLightTextureLod(i, coord, lod)",vec4,MAT P（指南所在範圍）,取樣／lookup 運算,待擴充,vec2／vec3 overload 對應 2D／Cube；缺該種 map 時回黑。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S139,05 燈光與環境｜TD Built-ins,"TDShadowTexture(i, uv)",,,"TDShadowTexture(i, uv)",float,MAT P（指南所在範圍）,取樣／lookup 運算,待擴充,Hard shadow 與 Soft shadow 模式的深度單位不同。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S140,05 燈光與環境｜TD Built-ins,"TDShadowTextureProj(i, coord)",,,"TDShadowTextureProj(i, coord)",float,MAT P（指南所在範圍）,取樣／lookup 運算,待擴充,投影取樣版本；深度單位隨模式，不硬當線性 Shadow Depth。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S141,05 燈光與環境｜TD Built-ins,"TDCompareShadowTexture(i, uv, depth)",,,"TDCompareShadowTexture(i, uv, depth)",float,MAT P（指南所在範圍）,取樣／lookup 運算,待擴充,原生深度比較結果，含 TD 的 shadow 約定。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S142,05 燈光與環境｜TD Built-ins,"TDCompareShadowTextureProj(i, coord)",,,"TDCompareShadowTextureProj(i, coord)",float,MAT P（指南所在範圍）,取樣／lookup 運算,待擴充,投影深度比較版本。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S143,05 燈光與環境｜TD Built-ins,"TDProjTexture(i, uv, bias)",,,"TDProjTexture(i, uv, bias)",vec4,MAT P（指南所在範圍）,取樣／lookup 運算,待擴充,直接讀 light projection map；無貼圖回黑。不是一般無語境的紋理來源。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S144,05 燈光與環境｜TD Built-ins,"TDProjTextureProj(i, coord)",,,"TDProjTextureProj(i, coord)",vec4,MAT P（指南所在範圍）,取樣／lookup 運算,待擴充,使用投影座標；是取樣 operation，不是可直接連出的 sampler。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S145,05 燈光與環境｜TD Built-ins,"TDConeLookup(i, coord)",,,"TDConeLookup(i, coord)",float,MAT P（指南所在範圍）,取樣／lookup 運算,待擴充,TD cone lookup；非 cone light 時為 1。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S146,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,<uniformName>,Custom Uniform,,<uniformName>,scalar／vector,TOP／MAT V／P（C 依宿主）,需配置來源,已支援數值家族,Vectors 的具名參數；名稱由使用者提供，Python Expression／Bind／Export 是驅動方式，不替使用者一律改名。,TP MP P,https://derivative.ca/UserGuide/GLSL_TOP ; https://derivative.ca/UserGuide/GLSL_MAT ; ../../src/core/sgrape_sources.py
S147,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,<colorName>,Color Uniform,,<colorName>,vec4,TOP；MAT 依實際版本,需配置來源,TOP 已支援,原生 Colors 可做 working color space 轉換；不是 Vectors 原樣數值的同義詞。,TP P,https://derivative.ca/UserGuide/GLSL_TOP ; ../../src/core/sgrape_sources.py
S148,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,<matrixName>,Matrix Uniform,,<matrixName>,matN／matCxR 等,TOP／MAT,需配置來源,已支援部分原生映射,Matrices 原生配置；實際可用形狀／double 支援依宿主與本專案實測。,TP MP P,https://derivative.ca/UserGuide/GLSL_TOP ; https://derivative.ca/UserGuide/GLSL_MAT ; ../../src/core/sgrape_sources.py
S149,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,<arrayName>[],Uniform Array,,<arrayName>[],float／vec2／vec3／vec4[],TOP／MAT,需配置來源,已支援首批,CHOP Uniform Array；宣告長度與當前 CHOP 樣本數不一定相等。,TP MP P,https://derivative.ca/UserGuide/GLSL_TOP ; https://derivative.ca/UserGuide/GLSL_MAT ; ../../src/core/sgrape_sources.py
S150,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,<bufferSampler>,Texture Buffer,,<bufferSampler>,samplerBuffer,TOP／MAT,需配置來源,未納入目前來源入口,Arrays 的 Texture Buffer 模式；不是 Uniform Array，也不是一般 2D texture。,TP MP,https://derivative.ca/UserGuide/GLSL_TOP ; https://derivative.ca/UserGuide/GLSL_MAT
S151,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,<samplerName>,Texture Input,,<samplerName>,sampler 依配置,MAT V／P／G,需配置來源,目前僅 sampler2D 路徑,MAT Samplers 指向 TOP 資源；不能硬套 TOP 的 sTD2DInputs 索引命名。,MP,https://derivative.ca/UserGuide/GLSL_MAT
S152,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,<samplerName>POffset,,,<samplerName>POffset,float,MAT,需配置來源,待擴充,Texture 3D TOP 的最新切片位置；需 matching sampler 名稱與 uniform 宣告。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S153,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,<specName>,Spec Constant,,<specName>,int／uint／bool／float,TOP／MAT,需配置來源,已有入口,常數頁提供 specialization 值；不是每幀 Uniform。,T M P,https://derivative.ca/UserGuide/Write_a_GLSL_TOP ; https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_sources.py
S154,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,<atomicCounter>,,,<atomicCounter>,atomic_uint／array,TOP，依版本／pipeline,需配置來源,文件有列；未實測,原生 Atomic Counters 配置；可變 GPU 資源，不能只視為 readonly Source；Vulkan 支援需版本驗證。,TP,https://derivative.ca/UserGuide/GLSL_TOP
S155,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,"TDAttrib_<name>(arrayIndex, vertexIndex)",Attribute,,"TDAttrib_<name>(arrayIndex, vertexIndex)",依配置,MAT V,需配置來源,待擴充,Attributes 頁配置；省略 vertexIndex 用 gl_VertexID，省略 arrayIndex 用 0。,M MP,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/GLSL_MAT
S156,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,TDTexAttrib_<name>(layer),,,TDTexAttrib_<name>(layer),依配置,MAT V,需配置來源,待擴充,針對 POP attribute／SOP uv 的原生適配，不假定任意 attribute 是共同 UV。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S157,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,cTDAttribArraySize_<name>,Attribute Array Size,,cTDAttribArraySize_<name>,uint 常數,MAT V,需配置來源,待擴充,該 attribute 每個元素內的 array extent，不是幾何頂點總數。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S158,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,"TDBuffer_<name>(elementIndex, arrayIndex)",Buffer Attribute,,"TDBuffer_<name>(elementIndex, arrayIndex)",依配置,TOP／MAT，Buffers 配置後,需配置來源,待擴充,POP Point／Vertex／Primitive attribute buffer；省略 arrayIndex 用 0。不是要求支援整個 GLSL POP 宿主。,T M TP,https://derivative.ca/UserGuide/Write_a_GLSL_TOP ; https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; https://derivative.ca/UserGuide/GLSL_TOP
S159,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,TDBufferLength_<name>(),Buffer Length,,TDBufferLength_<name>(),uint（文件標 const）,TOP／MAT，Buffers 配置後,需配置來源,待擴充,來源 buffer 元素數；不在 UI 或 Python 模擬求值，常數性需依真正產生的定義確認。,T M,https://derivative.ca/UserGuide/Write_a_GLSL_TOP ; https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S160,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,cTDBufferArraySize_<name>,Buffer Attribute Array Size,,cTDBufferArraySize_<name>,uint 常數,TOP／MAT，Buffers 配置後,需配置來源,待擴充,每個 attribute 的 array extent，與 Buffer Length 分開。,T M,https://derivative.ca/UserGuide/Write_a_GLSL_TOP ; https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S161,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,"TDImageLoadOutput(index, coord)",Load Output Image,,"TDImageLoadOutput(index, coord)",vec4,TOP C,資源讀取,未支援 Compute 入口,2025.30000+ 路徑；ivec3／uvec3 座標，讀 output storage image；有同步與可見性責任。,T,https://derivative.ca/UserGuide/Write_a_GLSL_TOP
S162,06 使用者配置的來源家族｜分別歸入 Texture Inputs／Custom Uniforms／TD Built-ins,"TDImageLoad_<name>(arrayIndex, coord)",Load Image,,"TDImageLoad_<name>(arrayIndex, coord)",vec4,MAT，Render TOP image output context,資源讀取,待擴充,由 Render TOP 定義；無 array 時 arrayIndex=0；單獨 MAT validation 不一定具備。,M,https://derivative.ca/UserGuide/Write_a_GLSL_MAT
S163,07 編譯環境｜TD Built-ins，偏向進階資訊,TD_NUM_LIGHTS,Light Count,,TD_NUM_LIGHTS,巨集／條件,編譯期 MAT,編譯環境,數量部分已作長度契約,不含 environment lights；零燈須正常處理。,M R,https://derivative.ca/UserGuide/Write_a_GLSL_MAT ; ../../src/core/sgrape_composites.py
